epoch,accuracy,loss,val_accuracy,val_loss
10,0.76752769947052,0.8228530883789062,0.8059701323509216,0.7645443677902222
11,0.7490774989128113,0.7832314968109131,0.8805969953536987,0.6451597809791565
12,0.7749077677726746,0.6997030973434448,0.7910447716712952,0.6319841742515564
13,0.8191881775856018,0.6587070226669312,0.8507462739944458,0.5614653825759888
14,0.7638376355171204,0.7455313801765442,0.7611940503120422,0.684086263179779
15,0.8081181049346924,0.6545266509056091,0.8507462739944458,0.4989067614078522
16,0.8487085103988647,0.6246815919876099,0.8805969953536987,0.5019630193710327
17,0.830258309841156,0.6135768294334412,0.8805969953536987,0.5443205237388611
18,0.8265682458877563,0.5801453590393066,0.8656716346740723,0.5160022377967834
19,0.8487085103988647,0.5464882254600525,0.8805969953536987,0.4775024354457855
20,0.8191881775856018,0.5830856561660767,0.8656716346740723,0.4609715938568115
21,0.9003689885139465,0.47688376903533936,0.9104477763175964,0.43579384684562683
22,0.8745387196540833,0.5024223923683167,0.8507462739944458,0.5060617327690125
23,0.8560885787010193,0.530220627784729,0.8507462739944458,0.44762587547302246
24,0.8819188475608826,0.480442613363266,0.8656716346740723,0.49497848749160767
25,0.8782287836074829,0.4868934452533722,0.89552241563797,0.39921361207962036
26,0.8523985147476196,0.5157880187034607,0.8507462739944458,0.4412084221839905
27,0.9003689885139465,0.4222817122936249,0.8507462739944458,0.41810014843940735
28,0.9077490568161011,0.39290356636047363,0.8507462739944458,0.43313589692115784
29,0.8966789841651917,0.42440372705459595,0.8656716346740723,0.38132548332214355
30,0.937269389629364,0.3672128915786743,0.8656716346740723,0.4239002764225006
31,0.9077490568161011,0.41061562299728394,0.8656716346740723,0.4750846326351166
32,0.9335793256759644,0.32463690638542175,0.89552241563797,0.36484238505363464
33,0.9225092530250549,0.3344011902809143,0.746268630027771,0.468042254447937
34,0.9298893213272095,0.3393605351448059,0.7761194109916687,0.5179113149642944
35,0.937269389629364,0.3493454158306122,0.8358209133148193,0.4120042622089386
36,0.9261992573738098,0.338195264339447,0.8208954930305481,0.47762224078178406
37,0.9188191890716553,0.34940725564956665,0.8507462739944458,0.4724423885345459
38,0.9594095945358276,0.2907934784889221,0.8208954930305481,0.4485454559326172
39,0.9225092530250549,0.3570394217967987,0.89552241563797,0.4473233222961426
40,0.9261992573738098,0.34760287404060364,0.8358209133148193,0.37608712911605835
41,0.9040590524673462,0.3653111755847931,0.8805969953536987,0.32668620347976685
42,0.9409593939781189,0.29931917786598206,0.8656716346740723,0.3620929419994354
43,0.955719530582428,0.30662965774536133,0.8358209133148193,0.452612966299057
44,0.9188191890716553,0.3499475121498108,0.8656716346740723,0.39910781383514404
45,0.9667896628379822,0.24757711589336395,0.8208954930305481,0.3893684148788452
46,0.937269389629364,0.301959365606308,0.9104477763175964,0.3901481032371521
47,0.9483394622802734,0.2638302445411682,0.9104477763175964,0.26930683851242065
48,0.9298893213272095,0.28460684418678284,0.9104477763175964,0.29301536083221436
49,0.955719530582428,0.2630106806755066,0.8507462739944458,0.38208886981010437
50,0.9778597950935364,0.2212217003107071,0.8805969953536987,0.3467337489128113
51,0.9594095945358276,0.2546629309654236,0.89552241563797,0.3362904191017151
52,0.9409593939781189,0.3005238175392151,0.9104477763175964,0.280830055475235
53,0.9298893213272095,0.2620677947998047,0.9701492786407471,0.23814362287521362
54,0.9483394622802734,0.2493104487657547,0.8805969953536987,0.32894736528396606
55,0.9483394622802734,0.2537952661514282,0.9402984976768494,0.27800682187080383
56,0.9483394622802734,0.2962932586669922,0.89552241563797,0.3183947503566742
57,0.9483394622802734,0.2687201201915741,0.9253731369972229,0.30514952540397644
58,0.9667896628379822,0.21634864807128906,0.89552241563797,0.30149325728416443
59,0.9520295262336731,0.23977543413639069,0.9402984976768494,0.249746173620224
60,0.9630996584892273,0.20261046290397644,0.9402984976768494,0.25866076350212097
61,0.9594095945358276,0.23123712837696075,0.9104477763175964,0.26708880066871643
62,0.9483394622802734,0.25377151370048523,0.9104477763175964,0.26761648058891296
63,0.9667896628379822,0.21338722109794617,0.9253731369972229,0.3010033667087555
0,0.15867158770561218,2.5222716331481934,0.20895522832870483,1.8518221378326416
1,0.3025830388069153,1.9434462785720825,0.43283581733703613,1.5224006175994873
2,0.39114391803741455,1.6353087425231934,0.5074626803398132,1.4160346984863281
3,0.4833948314189911,1.3259755373001099,0.611940324306488,1.2212944030761719
4,0.4944649338722229,1.314002513885498,0.6865671873092651,1.0983670949935913
5,0.5830258131027222,1.1153916120529175,0.7611940503120422,0.9830917716026306
6,0.6199262142181396,1.0333807468414307,0.7910447716712952,0.9184406399726868
7,0.6199262142181396,0.9797050356864929,0.7313432693481445,0.8526796698570251
8,0.660516619682312,0.8975337147712708,0.8358209133148193,0.7399287819862366
9,0.6900368928909302,0.9552592039108276,0.7611940503120422,0.7406896948814392
10,0.7896679043769836,0.7248387932777405,0.8656716346740723,0.7170043587684631
11,0.7527675032615662,0.7505038380622864,0.7910447716712952,0.6945904493331909
12,0.7896679043769836,0.6831930875778198,0.7164179086685181,0.715348482131958
13,0.7896679043769836,0.6720311641693115,0.746268630027771,0.6493726372718811
14,0.8597785830497742,0.5890898108482361,0.8059701323509216,0.572528600692749
15,0.8413284420967102,0.5823228359222412,0.8507462739944458,0.5744266510009766
16,0.8597785830497742,0.5683390498161316,0.8507462739944458,0.5028595328330994
17,0.8523985147476196,0.5442323088645935,0.8059701323509216,0.5327031016349792
18,0.8487085103988647,0.5543197393417358,0.8656716346740723,0.4838802218437195
19,0.8634686470031738,0.5261642932891846,0.8507462739944458,0.48498740792274475
20,0.8413284420967102,0.567793071269989,0.8208954930305481,0.45789724588394165
21,0.8523985147476196,0.5684150457382202,0.8059701323509216,0.572584867477417
22,0.8782287836074829,0.4570971131324768,0.8059701323509216,0.45659950375556946
23,0.8745387196540833,0.44333553314208984,0.89552241563797,0.4244525134563446
24,0.9077490568161011,0.4144657850265503,0.8507462739944458,0.4196034073829651
25,0.9040590524673462,0.4225485026836395,0.8358209133148193,0.42032232880592346
26,0.8966789841651917,0.4198703467845917,0.8358209133148193,0.43248698115348816
27,0.8597785830497742,0.4613914489746094,0.8208954930305481,0.5226390361785889
28,0.9003689885139465,0.39838019013404846,0.8656716346740723,0.44449445605278015
29,0.8856088519096375,0.41853854060173035,0.8656716346740723,0.403073787689209
30,0.8819188475608826,0.4429323971271515,0.8358209133148193,0.5102521181106567
31,0.8892989158630371,0.40949583053588867,0.8358209133148193,0.4304925203323364
32,0.9335793256759644,0.3695017099380493,0.8656716346740723,0.3876710534095764
33,0.8892989158630371,0.39991891384124756,0.8507462739944458,0.4119590222835541
34,0.8892989158630371,0.3941364586353302,0.8507462739944458,0.42062556743621826
35,0.9151291251182556,0.35970959067344666,0.8805969953536987,0.3910849392414093
36,0.9077490568161011,0.361159086227417,0.8805969953536987,0.412901371717453
37,0.9409593939781189,0.32700973749160767,0.8805969953536987,0.41396230459213257
38,0.9225092530250549,0.35841190814971924,0.89552241563797,0.35770633816719055
39,0.9335793256759644,0.3295082151889801,0.7761194109916687,0.49474427103996277
40,0.892988920211792,0.3913474977016449,0.8656716346740723,0.39291465282440186
41,0.9261992573738098,0.2947058081626892,0.8805969953536987,0.3780292868614197
42,0.9114391207695007,0.3538372814655304,0.9104477763175964,0.3784072995185852
43,0.9704797267913818,0.24664723873138428,0.9104477763175964,0.34895840287208557
44,0.9446494579315186,0.29514238238334656,0.8656716346740723,0.4233335852622986
45,0.9594095945358276,0.28194841742515564,0.8059701323509216,0.35001513361930847
46,0.9446494579315186,0.27320969104766846,0.8805969953536987,0.3866138458251953
47,0.9446494579315186,0.27041056752204895,0.8507462739944458,0.43627968430519104
48,0.955719530582428,0.2448963224887848,0.8656716346740723,0.3856469988822937
49,0.9298893213272095,0.2788936495780945,0.8059701323509216,0.4639459252357483
50,0.9483394622802734,0.2498469054698944,0.8805969953536987,0.3455009460449219
51,0.9594095945358276,0.24862271547317505,0.8507462739944458,0.404354453086853
52,0.9520295262336731,0.26009243726730347,0.8656716346740723,0.339861661195755
53,0.9520295262336731,0.25354957580566406,0.8208954930305481,0.3941628932952881
54,0.9630996584892273,0.22859202325344086,0.8059701323509216,0.4600444436073303
55,0.9520295262336731,0.2469872683286667,0.89552241563797,0.31688717007637024
56,0.9446494579315186,0.2652556300163269,0.8656716346740723,0.3335898816585541
57,0.9630996584892273,0.2528020739555359,0.9104477763175964,0.2893655598163605
58,0.9630996584892273,0.2444770485162735,0.9104477763175964,0.2843199372291565
59,0.9630996584892273,0.23663915693759918,0.8805969953536987,0.301211416721344
60,0.9520295262336731,0.23707158863544464,0.8656716346740723,0.3481052815914154
61,0.9446494579315186,0.25121140480041504,0.8507462739944458,0.3952626883983612
62,0.9630996584892273,0.20029336214065552,0.9253731369972229,0.29083654284477234
63,0.9704797267913818,0.2052011489868164,0.8656716346740723,0.3525411784648895
64,0.9852398633956909,0.19106034934520721,0.8805969953536987,0.3013918995857239
65,0.9667896628379822,0.2087167650461197,0.8805969953536987,0.31496113538742065
66,0.9815497994422913,0.19423994421958923,0.89552241563797,0.32550886273384094
67,0.9778597950935364,0.2103596180677414,0.8805969953536987,0.3703654706478119
68,0.9704797267913818,0.20854885876178741,0.9104477763175964,0.3432731628417969
